LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,length_m_s,road_densi,point_coun,node_densi
E01000532,Brent 033C,E02000125,Brent 033,E09000005,Brent,E12000007,London,"1630","1630","0",158.7000,"733",2.2000,7348.000000,"70968",235.000000000000000,"2270"
E01000533,Brent 031E,E02000123,Brent 031,E09000005,Brent,E12000007,London,"2259","2259","0",121.0000,"952",2.4000,9588.000000,"51857",369.000000000000000,"1996"
E01000534,Brent 033D,E02000125,Brent 033,E09000005,Brent,E12000007,London,"1775","1771","4",115.6000,"651",2.7000,8544.000000,"55616",149.000000000000000,"970"
E01000535,Brent 031F,E02000123,Brent 031,E09000005,Brent,E12000007,London,"2170","2170","0",115.4000,"829",2.6000,12048.000000,"63283",538.000000000000000,"2826"
E01000536,Brent 004A,E02000096,Brent 004,E09000005,Brent,E12000007,London,"1573","1561","12",47.2000,"522",3.0000,9062.000000,"26959",236.000000000000000,"702"
E01000538,Brent 004B,E02000096,Brent 004,E09000005,Brent,E12000007,London,"1582","1554","28",39.7000,"478",3.3000,8109.000000,"20431",216.000000000000000,"544"
E01000539,Brent 004C,E02000096,Brent 004,E09000005,Brent,E12000007,London,"1541","1541","0",54.2000,"548",2.8000,10513.000000,"37253",181.000000000000000,"641"
E01000540,Brent 004D,E02000096,Brent 004,E09000005,Brent,E12000007,London,"1496","1477","19",39.8000,"471",3.1000,6899.000000,"18241",100.000000000000000,"264"
E01000541,Brent 004E,E02000096,Brent 004,E09000005,Brent,E12000007,London,"1406","1402","4",57.7000,"499",2.8000,7742.000000,"32095",204.000000000000000,"846"
E01000543,Brent 003E,E02000095,Brent 003,E09000005,Brent,E12000007,London,"1596","1596","0",81.4000,"500",3.2000,6811.000000,"34803",180.000000000000000,"920"
E01000544,Brent 034A,E02000126,Brent 034,E09000005,Brent,E12000007,London,"1777","1777","0",246.5000,"742",2.4000,4925.000000,"67754",137.000000000000000,"1885"
E01000545,Brent 028A,E02000120,Brent 028,E09000005,Brent,E12000007,London,"1809","1809","0",156.1000,"856",2.1000,5528.000000,"47978",128.000000000000000,"1111"
E01000546,Brent 028B,E02000120,Brent 028,E09000005,Brent,E12000007,London,"1645","1645","0",173.2000,"756",2.2000,3843.000000,"40261",65.000000000000000,"681"
E01000547,Brent 028C,E02000120,Brent 028,E09000005,Brent,E12000007,London,"1780","1780","0",234.8000,"768",2.3000,4206.000000,"54919",80.000000000000000,"1045"
E01000548,Brent 028D,E02000120,Brent 028,E09000005,Brent,E12000007,London,"2044","2034","10",188.9000,"1014",2.0000,8024.000000,"74776",281.000000000000000,"2619"
E01000549,Brent 028E,E02000120,Brent 028,E09000005,Brent,E12000007,London,"1936","1936","0",174.1000,"883",2.2000,5283.000000,"47170",61.000000000000000,"545"
E01000550,Brent 034B,E02000126,Brent 034,E09000005,Brent,E12000007,London,"1966","1941","25",138.1000,"906",2.1000,10053.000000,"70067",615.000000000000000,"4286"
E01000551,Brent 034C,E02000126,Brent 034,E09000005,Brent,E12000007,London,"2215","2203","12",162.0000,"940",2.3000,8533.000000,"62608",359.000000000000000,"2634"
E01000552,Brent 034D,E02000126,Brent 034,E09000005,Brent,E12000007,London,"1817","1817","0",209.6000,"793",2.3000,5938.000000,"67581",234.000000000000000,"2663"
E01000553,Brent 015A,E02000107,Brent 015,E09000005,Brent,E12000007,London,"2100","2096","4",147.6000,"696",3.0000,6674.000000,"46450",99.000000000000000,"689"
E01000554,Brent 015B,E02000107,Brent 015,E09000005,Brent,E12000007,London,"1857","1857","0",85.7000,"683",2.7000,8623.000000,"40236",141.000000000000000,"658"
E01000555,Brent 015C,E02000107,Brent 015,E09000005,Brent,E12000007,London,"1497","1497","0",72.4000,"512",2.9000,6384.000000,"31066",92.000000000000000,"448"
E01000556,Brent 015D,E02000107,Brent 015,E09000005,Brent,E12000007,London,"1869","1869","0",190.9000,"800",2.3000,3648.000000,"37503",100.000000000000000,"1028"
E01000557,Brent 015E,E02000107,Brent 015,E09000005,Brent,E12000007,London,"1861","1841","20",158.8000,"751",2.5000,4877.000000,"41836",58.000000000000000,"498"
E01000558,Brent 015F,E02000107,Brent 015,E09000005,Brent,E12000007,London,"1508","1465","43",86.8000,"665",2.2000,7118.000000,"41048",159.000000000000000,"917"
E01000559,Brent 018E,E02000110,Brent 018,E09000005,Brent,E12000007,London,"1415","1411","4",124.0000,"650",2.2000,6145.000000,"54595",117.000000000000000,"1039"
E01000560,Brent 023D,E02000115,Brent 023,E09000005,Brent,E12000007,London,"1617","1614","3",77.9000,"727",2.2000,3438.000000,"16331",72.000000000000000,"342"
E01000561,Brent 023E,E02000115,Brent 023,E09000005,Brent,E12000007,London,"1805","1805","0",153.0000,"823",2.2000,5972.000000,"52002",185.000000000000000,"1611"
E01000562,Brent 008A,E02000100,Brent 008,E09000005,Brent,E12000007,London,"1548","1543","5",49.6000,"480",3.2000,11749.000000,"38054",297.000000000000000,"962"
E01000563,Brent 008B,E02000100,Brent 008,E09000005,Brent,E12000007,London,"1480","1480","0",39.5000,"474",3.1000,10433.000000,"27331",148.000000000000000,"388"
E01000564,Brent 013A,E02000105,Brent 013,E09000005,Brent,E12000007,London,"1570","1557","13",77.5000,"460",3.4000,8463.000000,"40779",147.000000000000000,"708"
E01000565,Brent 013B,E02000105,Brent 013,E09000005,Brent,E12000007,London,"1473","1467","6",79.4000,"497",3.0000,6829.000000,"36379",123.000000000000000,"655"
E01000566,Brent 008C,E02000100,Brent 008,E09000005,Brent,E12000007,London,"1535","1531","4",73.5000,"475",3.2000,9235.000000,"44104",138.000000000000000,"659"
E01000567,Brent 016A,E02000108,Brent 016,E09000005,Brent,E12000007,London,"1380","1372","8",66.9000,"486",2.8000,4465.000000,"21980",156.000000000000000,"768"
E01000568,Brent 008D,E02000100,Brent 008,E09000005,Brent,E12000007,London,"2260","1599","661",28.1000,"787",2.0000,14847.000000,"18490",488.000000000000000,"608"
E01000569,Brent 008E,E02000100,Brent 008,E09000005,Brent,E12000007,London,"1565","1565","0",41.5000,"480",3.3000,10589.000000,"28397",220.000000000000000,"590"
E01000570,Brent 012A,E02000104,Brent 012,E09000005,Brent,E12000007,London,"1579","1578","1",118.4000,"513",3.1000,4193.000000,"31782",80.000000000000000,"606"
E01000571,Brent 012B,E02000104,Brent 012,E09000005,Brent,E12000007,London,"1707","1666","41",48.5000,"477",3.5000,10446.000000,"29643",251.000000000000000,"712"
E01000572,Brent 007A,E02000099,Brent 007,E09000005,Brent,E12000007,London,"1481","1481","0",68.8000,"462",3.2000,4413.000000,"20355",91.000000000000000,"420"
E01000573,Brent 007B,E02000099,Brent 007,E09000005,Brent,E12000007,London,"1596","1591","5",67.7000,"474",3.4000,7821.000000,"33379",192.000000000000000,"819"
E01000574,Brent 007C,E02000099,Brent 007,E09000005,Brent,E12000007,London,"1355","1355","0",61.5000,"428",3.2000,6735.000000,"30693",208.000000000000000,"948"
E01000575,Brent 007D,E02000099,Brent 007,E09000005,Brent,E12000007,London,"1855","1855","0",68.8000,"625",3.0000,7794.000000,"28454",139.000000000000000,"507"
E01000576,Brent 012C,E02000104,Brent 012,E09000005,Brent,E12000007,London,"1660","1660","0",56.8000,"534",3.1000,7468.000000,"25557",162.000000000000000,"554"
E01000577,Brent 007E,E02000099,Brent 007,E09000005,Brent,E12000007,London,"2420","2369","51",69.9000,"793",3.0000,10406.000000,"30255",296.000000000000000,"861"
E01000578,Brent 012D,E02000104,Brent 012,E09000005,Brent,E12000007,London,"1821","1761","60",55.1000,"689",2.6000,9349.000000,"28045",321.000000000000000,"963"
E01000579,Brent 032A,E02000124,Brent 032,E09000005,Brent,E12000007,London,"1665","1659","6",147.6000,"683",2.4000,4768.000000,"42223",141.000000000000000,"1249"
E01000580,Brent 032B,E02000124,Brent 032,E09000005,Brent,E12000007,London,"1980","1944","36",44.4000,"821",2.4000,16763.000000,"37534",492.000000000000000,"1102"
E01000581,Brent 030E,E02000122,Brent 030,E09000005,Brent,E12000007,London,"1550","1550","0",93.5000,"603",2.6000,6187.000000,"37636",116.000000000000000,"706"
E01000582,Brent 032C,E02000124,Brent 032,E09000005,Brent,E12000007,London,"1847","1847","0",95.5000,"720",2.6000,8356.000000,"43116",163.000000000000000,"841"
E01000583,Brent 032D,E02000124,Brent 032,E09000005,Brent,E12000007,London,"2273","2262","11",116.4000,"1017",2.2000,12084.000000,"60663",484.000000000000000,"2430"
E01000584,Brent 033E,E02000125,Brent 033,E09000005,Brent,E12000007,London,"1695","1695","0",134.7000,"619",2.7000,6264.000000,"50429",227.000000000000000,"1827"
E01000585,Brent 033F,E02000125,Brent 033,E09000005,Brent,E12000007,London,"1814","1814","0",180.9000,"718",2.5000,3537.000000,"35608",152.000000000000000,"1530"
E01000586,Brent 032E,E02000124,Brent 032,E09000005,Brent,E12000007,London,"2457","2456","1",164.5000,"1093",2.2000,11052.000000,"72286",330.000000000000000,"2158"
E01000587,Brent 001A,E02000093,Brent 001,E09000005,Brent,E12000007,London,"1708","1653","55",86.3000,"458",3.6000,8138.000000,"41298",143.000000000000000,"726"
E01000588,Brent 002E,E02000094,Brent 002,E09000005,Brent,E12000007,London,"2197","2197","0",62.8000,"669",3.3000,12131.000000,"34878",408.000000000000000,"1173"
E01000589,Brent 001B,E02000093,Brent 001,E09000005,Brent,E12000007,London,"1932","1884","48",66.4000,"592",3.2000,9795.000000,"33503",192.000000000000000,"657"
E01000590,Brent 001C,E02000093,Brent 001,E09000005,Brent,E12000007,London,"1789","1789","0",67.0000,"626",2.9000,9345.000000,"34822",207.000000000000000,"771"
E01000591,Brent 003F,E02000095,Brent 003,E09000005,Brent,E12000007,London,"2075","2075","0",64.3000,"650",3.2000,10223.000000,"31940",309.000000000000000,"965"
E01000592,Brent 001D,E02000093,Brent 001,E09000005,Brent,E12000007,London,"1622","1618","4",81.9000,"525",3.1000,5515.000000,"27583",104.000000000000000,"520"
E01000593,Brent 001E,E02000093,Brent 001,E09000005,Brent,E12000007,London,"2134","2134","0",118.1000,"680",3.1000,5727.000000,"31711",94.000000000000000,"520"
E01000594,Brent 001F,E02000093,Brent 001,E09000005,Brent,E12000007,London,"1698","1698","0",69.9000,"527",3.2000,8299.000000,"34619",202.000000000000000,"843"
E01000595,Brent 027A,E02000119,Brent 027,E09000005,Brent,E12000007,London,"1685","1685","0",87.8000,"582",2.9000,9915.000000,"52170",298.000000000000000,"1568"
E01000596,Brent 021A,E02000113,Brent 021,E09000005,Brent,E12000007,London,"1694","1694","0",89.3000,"640",2.6000,10097.000000,"51211",331.000000000000000,"1679"
E01000599,Brent 027D,E02000119,Brent 027,E09000005,Brent,E12000007,London,"1308","1308","0",149.5000,"489",2.7000,5036.000000,"56234",241.000000000000000,"2691"
E01000600,Brent 027E,E02000119,Brent 027,E09000005,Brent,E12000007,London,"2047","2029","18",10.1000,"783",2.6000,60181.000000,"29682",2976.000000000000000,"1468"
E01000601,Brent 021B,E02000113,Brent 021,E09000005,Brent,E12000007,London,"1505","1505","0",21.6000,"477",3.2000,27658.000000,"39504",1273.000000000000000,"1818"
E01000602,Brent 021C,E02000113,Brent 021,E09000005,Brent,E12000007,London,"1541","1541","0",114.9000,"512",3.0000,8581.000000,"65757",291.000000000000000,"2230"
E01000603,Brent 021D,E02000113,Brent 021,E09000005,Brent,E12000007,London,"1487","1487","0",121.1000,"576",2.6000,3914.000000,"32475",162.000000000000000,"1344"
E01000604,Brent 021E,E02000113,Brent 021,E09000005,Brent,E12000007,London,"1766","1766","0",104.5000,"548",3.2000,8399.000000,"50037",210.000000000000000,"1251"
E01000605,Brent 021F,E02000113,Brent 021,E09000005,Brent,E12000007,London,"1662","1662","0",96.9000,"553",3.0000,8300.000000,"47360",249.000000000000000,"1421"
E01000606,Brent 016B,E02000108,Brent 016,E09000005,Brent,E12000007,London,"1710","1703","7",72.6000,"567",3.0000,5587.000000,"23901",119.000000000000000,"509"
E01000607,Brent 013C,E02000105,Brent 013,E09000005,Brent,E12000007,London,"2223","2214","9",113.2000,"667",3.3000,4839.000000,"24230",69.000000000000000,"345"
E01000608,Brent 013D,E02000105,Brent 013,E09000005,Brent,E12000007,London,"2263","2263","0",39.9000,"734",3.1000,15032.000000,"26630",500.000000000000000,"886"
E01000609,Brent 016C,E02000108,Brent 016,E09000005,Brent,E12000007,London,"2079","2075","4",83.8000,"640",3.2000,7357.000000,"29540",196.000000000000000,"787"
E01000610,Brent 019A,E02000111,Brent 019,E09000005,Brent,E12000007,London,"1935","1870","65",67.7000,"621",3.0000,9613.000000,"33460",203.000000000000000,"707"
E01000611,Brent 016D,E02000108,Brent 016,E09000005,Brent,E12000007,London,"1415","1415","0",115.0000,"454",3.1000,5076.000000,"41977",234.000000000000000,"1935"
E01000612,Brent 019B,E02000111,Brent 019,E09000005,Brent,E12000007,London,"1652","1652","0",64.6000,"521",3.2000,7364.000000,"28414",230.000000000000000,"887"
E01000613,Brent 013E,E02000105,Brent 013,E09000005,Brent,E12000007,London,"1673","1659","14",76.8000,"639",2.6000,7348.000000,"33382",138.000000000000000,"627"
E01000615,Brent 017B,E02000109,Brent 017,E09000005,Brent,E12000007,London,"1603","1603","0",24.1000,"563",2.8000,20171.000000,"30200",654.000000000000000,"979"
E01000616,Brent 020A,E02000112,Brent 020,E09000005,Brent,E12000007,London,"1747","1747","0",102.3000,"586",3.0000,9536.000000,"55919",293.000000000000000,"1718"
E01000617,Brent 017C,E02000109,Brent 017,E09000005,Brent,E12000007,London,"1750","1741","9",64.5000,"528",3.3000,7998.000000,"29218",177.000000000000000,"647"
E01000618,Brent 017D,E02000109,Brent 017,E09000005,Brent,E12000007,London,"1639","1639","0",89.8000,"500",3.3000,7265.000000,"40344",113.000000000000000,"628"
E01000619,Brent 017E,E02000109,Brent 017,E09000005,Brent,E12000007,London,"1652","1652","0",77.4000,"473",3.5000,9062.000000,"43089",140.000000000000000,"666"
E01000620,Brent 020B,E02000112,Brent 020,E09000005,Brent,E12000007,London,"1715","1637","78",39.1000,"500",3.3000,11109.000000,"25215",345.000000000000000,"783"
E01000621,Brent 020C,E02000112,Brent 020,E09000005,Brent,E12000007,London,"1779","1774","5",83.3000,"514",3.5000,11622.000000,"53899",467.000000000000000,"2166"
E01000622,Brent 010D,E02000102,Brent 010,E09000005,Brent,E12000007,London,"1585","1585","0",25.3000,"636",2.5000,19855.000000,"31560",509.000000000000000,"809"
E01000623,Brent 005C,E02000097,Brent 005,E09000005,Brent,E12000007,London,"1772","1772","0",92.6000,"541",3.3000,10750.000000,"55921",283.000000000000000,"1472"
E01000624,Brent 005D,E02000097,Brent 005,E09000005,Brent,E12000007,London,"1690","1690","0",64.1000,"594",2.8000,7975.000000,"30212",138.000000000000000,"523"
E01000625,Brent 009E,E02000101,Brent 009,E09000005,Brent,E12000007,London,"1504","1469","35",56.2000,"557",2.6000,7006.000000,"26019",313.000000000000000,"1162"
E01000626,Brent 010E,E02000102,Brent 010,E09000005,Brent,E12000007,London,"1500","1500","0",72.3000,"590",2.5000,8640.000000,"42573",251.000000000000000,"1237"
E01000627,Brent 014E,E02000106,Brent 014,E09000005,Brent,E12000007,London,"1900","1900","0",86.1000,"653",2.9000,15925.000000,"70631",449.000000000000000,"1991"
E01000628,Brent 014F,E02000106,Brent 014,E09000005,Brent,E12000007,London,"1891","1882","9",53.6000,"633",3.0000,9101.000000,"25968",323.000000000000000,"922"
E01000629,Brent 005E,E02000097,Brent 005,E09000005,Brent,E12000007,London,"1911","1911","0",104.4000,"605",3.2000,8962.000000,"50002",96.000000000000000,"536"
E01000630,Brent 026E,E02000118,Brent 026,E09000005,Brent,E12000007,London,"2254","2254","0",78.8000,"768",2.9000,7768.000000,"27182",204.000000000000000,"714"
E01000631,Brent 019C,E02000111,Brent 019,E09000005,Brent,E12000007,London,"1882","1882","0",74.4000,"522",3.6000,6794.000000,"26813",111.000000000000000,"438"
E01000632,Brent 029E,E02000121,Brent 029,E09000005,Brent,E12000007,London,"2087","2087","0",73.3000,"548",3.8000,8849.000000,"31014",261.000000000000000,"915"
E01000633,Brent 019D,E02000111,Brent 019,E09000005,Brent,E12000007,London,"1970","1949","21",119.7000,"554",3.5000,8108.000000,"48651",126.000000000000000,"756"
E01000634,Brent 019E,E02000111,Brent 019,E09000005,Brent,E12000007,London,"2343","2343","0",139.0000,"696",3.4000,7417.000000,"44157",96.000000000000000,"572"
E01000635,Brent 020D,E02000112,Brent 020,E09000005,Brent,E12000007,London,"2415","2392","23",103.9000,"774",3.1000,8449.000000,"36553",256.000000000000000,"1108"
E01000636,Brent 020E,E02000112,Brent 020,E09000005,Brent,E12000007,London,"1776","1776","0",83.3000,"518",3.4000,7678.000000,"35885",207.000000000000000,"967"
E01000637,Brent 022B,E02000114,Brent 022,E09000005,Brent,E12000007,London,"1675","1675","0",233.0000,"636",2.6000,5048.000000,"71023",134.000000000000000,"1885"
E01000638,Brent 024A,E02000116,Brent 024,E09000005,Brent,E12000007,London,"1939","1939","0",66.0000,"715",2.7000,12534.000000,"43369",429.000000000000000,"1484"
E01000639,Brent 022C,E02000114,Brent 022,E09000005,Brent,E12000007,London,"1757","1757","0",181.9000,"716",2.5000,6410.000000,"66172",180.000000000000000,"1858"
E01000640,Brent 024B,E02000116,Brent 024,E09000005,Brent,E12000007,London,"2123","2123","0",172.2000,"802",2.6000,6597.000000,"52181",240.000000000000000,"1898"
E01000641,Brent 024C,E02000116,Brent 024,E09000005,Brent,E12000007,London,"1945","1945","0",180.3000,"715",2.7000,6243.000000,"57151",125.000000000000000,"1144"
E01000642,Brent 022D,E02000114,Brent 022,E09000005,Brent,E12000007,London,"2054","2044","10",129.1000,"915",2.2000,8697.000000,"54764",404.000000000000000,"2544"
E01000643,Brent 024D,E02000116,Brent 024,E09000005,Brent,E12000007,London,"2146","2139","7",37.6000,"840",2.5000,24197.000000,"42134",914.000000000000000,"1592"
E01000644,Brent 022E,E02000114,Brent 022,E09000005,Brent,E12000007,London,"1948","1948","0",158.1000,"728",2.7000,8661.000000,"71879",269.000000000000000,"2232"
E01000645,Bromley 007A,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,"1375","1375","0",17.6000,"536",2.6000,16693.000000,"21426",438.000000000000000,"562"
E01000646,Bromley 016A,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,"1641","1564","77",46.6000,"728",2.1000,14398.000000,"40796",481.000000000000000,"1363"
E01000647,Bromley 016B,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,"1609","1609","0",63.9000,"635",2.5000,8992.000000,"35455",215.000000000000000,"848"
E01000648,Bromley 016C,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,"1744","1708","36",46.0000,"646",2.6000,11465.000000,"30023",340.000000000000000,"890"
E01000649,Bromley 007B,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,"1981","1899","82",23.2000,"774",2.5000,16979.000000,"20010",782.000000000000000,"922"
E01000650,Bromley 022A,E02000148,Bromley 022,E09000006,Bromley,E12000007,London,"1911","1880","31",21.6000,"750",2.5000,17850.000000,"20173",662.000000000000000,"748"
E01000651,Bromley 020A,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,"1628","1474","154",56.0000,"631",2.3000,9754.000000,"34045",315.000000000000000,"1099"
E01000652,Bromley 022B,E02000148,Bromley 022,E09000006,Bromley,E12000007,London,"1625","1625","0",28.1000,"659",2.5000,15427.000000,"26297",576.000000000000000,"982"
E01000653,Bromley 016D,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,"1584","1487","97",31.9000,"608",2.4000,10879.000000,"21835",368.000000000000000,"739"
E01000654,Bromley 039A,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,"1273","1273","0",12.0000,"486",2.6000,11906.000000,"11269",263.000000000000000,"249"
E01000655,Bromley 039B,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,"1323","1323","0",34.8000,"494",2.7000,6766.000000,"17981",98.000000000000000,"260"
E01000656,Bromley 039C,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,"1400","1400","0",4.1000,"517",2.7000,28224.000000,"8278",544.000000000000000,"160"
E01000657,Bromley 039D,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,"1587","1587","0",51.6000,"674",2.4000,10221.000000,"33080",244.000000000000000,"790"
E01000658,Bromley 042A,E02006789,Bromley 042,E09000006,Bromley,E12000007,London,"1358","1358","0",6.3000,"550",2.5000,20383.000000,"9405",396.000000000000000,"183"
E01000659,Bromley 039E,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,"1462","1462","0",28.7000,"520",2.8000,8895.000000,"17460",125.000000000000000,"245"
E01000661,Bromley 026A,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,"1594","1583","11",17.0000,"671",2.4000,22501.000000,"24020",893.000000000000000,"953"
E01000662,Bromley 026B,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,"1741","1741","0",33.2000,"680",2.6000,10136.000000,"19486",253.000000000000000,"486"
E01000663,Bromley 026C,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,"1627","1627","0",51.0000,"660",2.5000,11280.000000,"35950",122.000000000000000,"389"
E01000664,Bromley 026D,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,"1610","1610","0",20.3000,"612",2.6000,15230.000000,"18965",224.000000000000000,"279"
E01000665,Bromley 033A,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,"1815","1815","0",21.8000,"757",2.4000,16703.000000,"19923",621.000000000000000,"741"
E01000666,Bromley 033B,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,"1814","1814","0",6.1000,"776",2.3000,43784.000000,"14715",1278.000000000000000,"430"
E01000667,Bromley 033C,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,"1620","1620","0",15.3000,"622",2.6000,15788.000000,"14879",477.000000000000000,"450"
E01000668,Bromley 020B,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,"1620","1620","0",23.1000,"691",2.3000,19914.000000,"28445",614.000000000000000,"877"
E01000669,Bromley 020C,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,"1672","1672","0",96.5000,"740",2.3000,6906.000000,"40055",165.000000000000000,"957"
E01000670,Bromley 018A,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,"1932","1926","6",39.9000,"864",2.2000,13553.000000,"27929",496.000000000000000,"1022"
E01000671,Bromley 020D,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,"1744","1744","0",50.9000,"784",2.2000,11620.000000,"33532",446.000000000000000,"1287"
E01000672,Bromley 011A,E02000137,Bromley 011,E09000006,Bromley,E12000007,London,"1520","1461","59",46.5000,"650",2.2000,10130.000000,"30787",229.000000000000000,"696"
E01000673,Bromley 011B,E02000137,Bromley 011,E09000006,Bromley,E12000007,London,"1571","1562","9",32.9000,"630",2.5000,7945.000000,"16743",184.000000000000000,"388"
E01000674,Bromley 008A,E02000134,Bromley 008,E09000006,Bromley,E12000007,London,"1564","1545","19",77.7000,"802",1.9000,6641.000000,"33193",156.000000000000000,"780"
E01000675,Bromley 018B,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,"1624","1612","12",28.2000,"690",2.3000,23311.000000,"40387",1140.000000000000000,"1975"
E01000676,Bromley 008B,E02000134,Bromley 008,E09000006,Bromley,E12000007,London,"1735","1729","6",52.3000,"866",2.0000,19045.000000,"58306",863.000000000000000,"2642"
E01000677,Bromley 018C,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,"1769","1769","0",46.4000,"800",2.2000,11755.000000,"30591",484.000000000000000,"1260"
E01000678,Bromley 016E,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,"1707","1707","0",57.1000,"666",2.6000,9448.000000,"31793",268.000000000000000,"902"
E01000679,Bromley 020E,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,"1660","1660","0",56.2000,"662",2.5000,10663.000000,"36477",399.000000000000000,"1365"
E01000680,Bromley 037A,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,"1609","1609","0",2.0000,"646",2.5000,88566.000000,"10726",2728.000000000000000,"330"
E01000681,Bromley 035A,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,"1705","1705","0",54.3000,"654",2.6000,7687.000000,"24442",196.000000000000000,"623"
E01000682,Bromley 035B,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,"1524","1524","0",54.8000,"642",2.4000,11210.000000,"39017",243.000000000000000,"846"
E01000683,Bromley 035C,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,"1592","1567","25",61.1000,"705",2.2000,9304.000000,"36349",340.000000000000000,"1328"
E01000684,Bromley 035D,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,"2036","2036","0",50.6000,"757",2.7000,10332.000000,"25225",203.000000000000000,"496"
E01000685,Bromley 037B,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,"1565","1565","0",14.1000,"618",2.5000,19310.000000,"17472",323.000000000000000,"292"
E01000686,Bromley 037C,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,"1508","1508","0",34.2000,"648",2.3000,12366.000000,"27855",347.000000000000000,"782"
E01000687,Bromley 037D,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,"1603","1603","0",27.4000,"656",2.4000,13091.000000,"22780",284.000000000000000,"494"
E01000688,Bromley 037E,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,"1365","1365","0",14.8000,"504",2.7000,16996.000000,"18395",223.000000000000000,"241"
E01000689,Bromley 002A,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,"1375","1339","36",9.9000,"612",2.2000,28820.000000,"20807",1202.000000000000000,"868"
E01000690,Bromley 002B,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,"1402","1402","0",42.2000,"534",2.6000,10127.000000,"30447",258.000000000000000,"776"
E01000691,Bromley 002C,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,"1438","1420","18",59.5000,"619",2.3000,8880.000000,"36466",163.000000000000000,"669"
E01000692,Bromley 002D,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,"1575","1565","10",44.7000,"659",2.4000,11802.000000,"33465",225.000000000000000,"638"
E01000693,Bromley 010A,E02000136,Bromley 010,E09000006,Bromley,E12000007,London,"1609","1257","352",6.0000,"570",2.2000,54697.000000,"20487",1921.000000000000000,"720"
E01000694,Bromley 007C,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,"1627","1589","38",16.1000,"635",2.5000,20807.000000,"20298",737.000000000000000,"719"
E01000695,Bromley 007D,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,"1494","1469","25",19.7000,"614",2.4000,16469.000000,"21793",502.000000000000000,"664"
E01000696,Bromley 007E,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,"1514","1460","54",7.4000,"637",2.3000,36509.000000,"17868",1423.000000000000000,"696"
E01000697,Bromley 007F,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,"1615","1611","4",31.1000,"765",2.1000,11130.000000,"21747",451.000000000000000,"881"
E01000698,Bromley 010B,E02000136,Bromley 010,E09000006,Bromley,E12000007,London,"1182","1177","5",10.5000,"439",2.7000,26205.000000,"23131",747.000000000000000,"659"
E01000699,Bromley 015A,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,"1442","1432","10",105.6000,"648",2.2000,4430.000000,"32411",48.000000000000000,"351"
E01000700,Bromley 013A,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,"1509","1509","0",75.4000,"666",2.3000,6649.000000,"33141",135.000000000000000,"673"
E01000701,Bromley 015B,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,"1327","1327","0",99.2000,"599",2.2000,4727.000000,"35709",45.000000000000000,"340"
